Rank,ID,Business,Industry,Hit Score,Forecast Reply Window,Signal,Email,Website,ServiceFocus,Graphic Filename
61,SJ2-061,Tamayo's Bookkeeping,Tax & Accounting,68,2–12 hr,owner direct,tamayos.bookkeeping@gmail.com,https://www.tamayosbookkeeping.com/,bookkeeping,061-SJ2-061-tamayo-s-bookkeeping.png
62,SJ2-062,Thrive in Motion PT,Physical Therapy,68,2–12 hr,owner direct,philiphsu.pt@gmail.com,https://www.thriveinmotionpt.com/,physical therapy,062-SJ2-062-thrive-in-motion-pt.png
63,SJ2-063,VIKO Design Studio,Interior Design,68,2–12 hr,founder direct,designstudioviko@gmail.com,https://www.vikodesignstudio.com/about,interior design,063-SJ2-063-viko-design-studio.png
64,SJ2-064,Firebrand Notary,Mobile Notary,67,1–6 hr,24/7,Notaries@FirebrandService.com,https://www.firebrandnotaries.com/,mobile notary,064-SJ2-064-firebrand-notary.png
65,SJ2-065,Landscaping Pro's of San Jose,Landscaping,67,1–6 hr,open 24/7,info@landscapingprosofsanjose.com,https://landscapingprossanjose.com/services,landscaping,065-SJ2-065-landscaping-pro-s-of-san-jose.png
66,SJ2-066,AAA Inspects,Home Inspection,65,2–12 hr,owner direct,jim@aaainspects.com,https://aaainspects.com/,home inspection,066-SJ2-066-aaa-inspects.png
67,SJ2-067,AJH Construction,Remodeling,65,2–12 hr,owner direct,alex@ajhconstruction.com,https://ajhconstruction.com/,remodeling,067-SJ2-067-ajh-construction.png
68,SJ2-068,Almaden Auto Body,Auto Body,65,2–12 hr,local shop,almadenbody@sbcglobal.net,https://almadenautobody.com/,collision repair,068-SJ2-068-almaden-auto-body.png
69,SJ2-069,Ben's Auto Body,Auto Body,65,2–12 hr,walk-ins + free estimates,bensautobody1@gmail.com,https://www.bensautobodysj.com/,collision repair,069-SJ2-069-ben-s-auto-body.png
70,SJ2-070,Big B AutoWorks,Mobile Mechanic,65,2–12 hr,mobile service,bigbmobileworks091@gmail.com,https://bigb-autoworks.sintra.site/services/mobile-mechanic,mobile mechanic,070-SJ2-070-big-b-autoworks.png
71,SJ2-071,Black Sierra Roofing,Roofing,65,2–12 hr,consultation-driven,Blacksierraroofing@gmail.com,https://www.blacksierraroofing.com/,roofing,071-SJ2-071-black-sierra-roofing.png
72,SJ2-072,Blu Skye Media,Photography,65,2–12 hr,owner direct,info@bluskyemedia.com,https://bsm.photos/,real estate photography,072-SJ2-072-blu-skye-media.png
73,SJ2-073,Connection Math,Tutoring,65,2–12 hr,owner-style,contact@connectionmath.com,https://www.connectionmath.com/,tutoring,073-SJ2-073-connection-math.png
74,SJ2-074,Crunch Fitness San Jose,Fitness,65,2–12 hr,manager direct,manager@crunchsanjose.com,https://www.crunch.com/locations/san-jose,fitness,074-SJ2-074-crunch-fitness-san-jose.png
75,SJ2-075,Fika Event Co,Photo Booth,65,2–12 hr,woman-owned,fikaeventco@gmail.com,https://www.fikaeventco.com/,photo booth and planning,075-SJ2-075-fika-event-co.png
76,SJ2-076,Gree San Jose HVAC Services,HVAC,65,2–12 hr,direct inbox,greesanjosehvac@gmail.com,https://greesanjosehvac.com/,HVAC,076-SJ2-076-gree-san-jose-hvac-services.png
77,SJ2-077,Heating Cooling Appliance Technique,HVAC,65,2–12 hr,direct inbox,heatcoolappliances@yahoo.com,https://www.heatcoolappliance.com/,HVAC,077-SJ2-077-heating-cooling-appliance-technique.png
78,SJ2-078,In Tune Dog Training,Dog Training,65,2–12 hr,owner direct,Nancy@Intunedogtraining.com,https://www.intunedogtraining.com/contact,dog training,078-SJ2-078-in-tune-dog-training.png
79,SJ2-079,JC's Tree Service,Tree Service,65,2–12 hr,owner direct,carlos@jcstreeserviceinc.com,https://www.jcstreeservicesinc.com/contact-us,tree service,079-SJ2-079-jc-s-tree-service.png
80,SJ2-080,Jocelyn's Tax Services,Tax & Accounting,65,2–12 hr,owner direct,jts@jocelynstaxservices.com,https://jocelynstaxservices.com/,tax prep,080-SJ2-080-jocelyn-s-tax-services.png
81,SJ2-081,KDS Design Group,Interior Design,65,2–12 hr,principal direct,kara@kdsdesigngroup.com,https://www.kdsdesigngroup.com/,interior design,081-SJ2-081-kds-design-group.png
82,SJ2-082,Marks of Art Tattoo,Tattoo,65,2–12 hr,established shop,marksofart@gmail.com,https://www.marksofart.com/,tattoo,082-SJ2-082-marks-of-art-tattoo.png
83,SJ2-083,Min Organize,Home Organizing,65,2–12 hr,owner direct,hello@minorganize.com,https://www.minorganize.com/,home organizing,083-SJ2-083-min-organize.png
84,SJ2-084,NuCell Skin Medspa,Med Spa,65,2–12 hr,direct inbox,nucellskinsolution@yahoo.com,https://nucellskinmedicalspa.com/contact-us,med spa,084-SJ2-084-nucell-skin-medspa.png
85,SJ2-085,OSO Events,Event Planning,65,2–12 hr,owner-led,hello@oso.events,https://www.oso.events/,wedding planning,085-SJ2-085-oso-events.png
86,SJ2-086,P&Q Beauty Bar,Med Spa,65,2–12 hr,prompt callback,pqbeautybar@gmail.com,https://www.pqbeautybarinc.com/contact-us,med spa,086-SJ2-086-p-q-beauty-bar.png
87,SJ2-087,PL Fence Company,Fencing,65,2–12 hr,family-owned,office@plfencecompany.com,https://plfencecompany.com/,fences and decks,087-SJ2-087-pl-fence-company.png
88,SJ2-088,Prime Auto Car,Auto Body,65,2–12 hr,virtual estimate,Primeautocarsj@outlook.com,https://primeautocarsj.com/body-shop,collision repair,088-SJ2-088-prime-auto-car.png
89,SJ2-089,SimpleFix Appliance Repair,Appliance Repair,65,2–12 hr,owner-operated,info@simplefixappliance.com,https://simplefixappliance.com/,appliance repair,089-SJ2-089-simplefix-appliance-repair.png
90,SJ2-090,SoFit Fitness & Nutrition,Personal Training,65,2–12 hr,owner direct,Sophie@sofit.me,https://www.sofit.me/contact,personal training,090-SJ2-090-sofit-fitness-nutrition.png
91,SJ2-091,Sonny's Pet Care Services,Pet Grooming,65,2–12 hr,mobile operator,sonnysspaw@gmail.com,https://www.sonnysspaw.com/mobile,pet grooming,091-SJ2-091-sonny-s-pet-care-services.png
92,SJ2-092,Sunrise Tax Service,Tax & Accounting,65,2–12 hr,principal-led,info@sunrisetaxservice.com,https://sunrisetaxpro.com/,tax prep,092-SJ2-092-sunrise-tax-service.png
93,SJ2-093,View Interiors,Interior Design,65,2–12 hr,designer direct,shannon@view-interiors.com,https://www.view-interiors.com/,interior design,093-SJ2-093-view-interiors.png
94,SJ2-094,Angkor Restaurant Catering,Catering,62,2–12 hr,special requests,angkorchef@angkorfood.com,https://angkorchef.com/,catering,094-SJ2-094-angkor-restaurant-catering.png
95,SJ2-095,Around The Clock Garage Doors,Garage Door,62,2–12 hr,fast repairs,office@aroundtheclockgaragedoors.com,https://aroundtheclockgaragedoors.com/,garage door repair,095-SJ2-095-around-the-clock-garage-doors.png
96,SJ2-096,AU-Q-MIA Pet Salon,Pet Grooming,62,2–12 hr,mobile grooming,contact@auqmiapetsalon.com,https://www.auqmiapetsalon.com/san-jose/,pet grooming,096-SJ2-096-au-q-mia-pet-salon.png
97,SJ2-097,AutoShield Collision,Auto Body,62,2–12 hr,free visual estimate,service@autoshieldcollision.com,https://autoshieldcollision.com/contact/,collision repair,097-SJ2-097-autoshield-collision.png
98,SJ2-098,CaliforniAir Heating & AC,HVAC,62,2–12 hr,direct inbox,info@calhvac.com,https://californiairheatingandac.com/contact/,HVAC,098-SJ2-098-californiair-heating-ac.png
99,SJ2-099,Caterman,Catering,62,2–12 hr,one-business-day reply,sales@caterman.net,https://caterman.net/contact/,catering,099-SJ2-099-caterman.png
100,SJ2-100,Cold Craft,HVAC,62,2–12 hr,specialty HVAC,info@coldcraft.com,https://coldcraft.com/,HVAC,100-SJ2-100-cold-craft.png
