Rank,ID,Business,Industry,Hit Score,Forecast Reply Window,Signal,Email,Website,ServiceFocus,Graphic Filename
163,SJ2-163,Dunham Associates CPAs,Tax & Accounting,55,2–12 hr,appointment inbox,appointments@dunhamcpas.com,https://dunhamcpas.com/,CPA,163-SJ2-163-dunham-associates-cpas.png
164,SJ2-164,ELS Home Builders,Remodeling,55,2–12 hr,responds within 1 day,esprague@elshomebuilders.com,https://www.elshomebuilders.com/contact-us,remodeling,164-SJ2-164-els-home-builders.png
165,SJ2-165,EXCEED Martial Arts,Martial Arts,55,2–12 hr,48-hour response,exceed.tkd@pacbell.net,https://www.exceedmartialarts.com/contact,martial arts,165-SJ2-165-exceed-martial-arts.png
166,SJ2-166,FightCraft San Jose,Martial Arts,55,2–12 hr,local gym,friends@fightcraft.com,https://www.fightcraft.com/,martial arts,166-SJ2-166-fightcraft-san-jose.png
167,SJ2-167,Flores Painting & Drywall,Painting,55,2–12 hr,32 years local,office@florespd.com,https://www.florespd.com/,painting and drywall,167-SJ2-167-flores-painting-drywall.png
168,SJ2-168,Future Flooring Group,Flooring,55,2–12 hr,direct inbox,info@futurefg.org,https://futurefg.com/,flooring,168-SJ2-168-future-flooring-group.png
169,SJ2-169,Geddes Tree Care,Tree Service,55,2–12 hr,city-approved list,Quotes@geddestree.com,https://geddestree.com/,tree service,169-SJ2-169-geddes-tree-care.png
170,SJ2-170,Genesis Carpet Cleaning,Carpet Cleaning,55,2–12 hr,book appointment,info@genesiscarpetcleaning.net,https://genesiscarpetcleaning.net/,carpet cleaning,170-SJ2-170-genesis-carpet-cleaning.png
171,SJ2-171,Golden Hills PT,Physical Therapy,55,2–12 hr,direct inbox,therapy@goldenhillspt.com,https://goldenhillspt.com/,physical therapy,171-SJ2-171-golden-hills-pt.png
172,SJ2-172,Happy Tails Dog Training,Dog Training,55,2–12 hr,direct inbox,info@happytailstoyoudogtraining.com,https://happytailstoyoudogtraining.com/,dog training,172-SJ2-172-happy-tails-dog-training.png
173,SJ2-173,Heavenly Touch Carpet Cleaning,Carpet Cleaning,55,2–12 hr,30 years local,info@heavenlytouchcarpets.com,https://heavenlytouchcarpets.com/,carpet and upholstery,173-SJ2-173-heavenly-touch-carpet-cleaning.png
174,SJ2-174,J&F Musician,Music Lessons,55,2–12 hr,direct instructor,musicinstructor@jfmusician.com,https://www.jfmusician.com/,music lessons,174-SJ2-174-j-f-musician.png
175,SJ2-175,JS Construction,Remodeling,55,2–12 hr,free consultation,Contact@JSconstructionCA.com,https://jsconstructionca.com/,remodeling,175-SJ2-175-js-construction.png
176,SJ2-176,Language & Math Learning Center,Tutoring,55,2–12 hr,direct inbox,info@langmath.com,https://www.langmath.com/,tutoring,176-SJ2-176-language-math-learning-center.png
177,SJ2-177,Locksmith San Jose,Locksmith,55,2–12 hr,free quote,info@locksmithsanjose.com,https://locksmithsanjose.com/contact/,locksmith,177-SJ2-177-locksmith-san-jose.png
178,SJ2-178,Lunardi Moving Services,Moving,55,2–12 hr,local office,info@lunardimoving.com,https://www.lunardimoving.com/,moving,178-SJ2-178-lunardi-moving-services.png
179,SJ2-179,Luv 2 Play San Jose,Event Venue,55,2–12 hr,local location,info@sanjose.l2pmail.com,https://luv2play.com/sanjose-rent-a-room/,event venue,179-SJ2-179-luv-2-play-san-jose.png
180,SJ2-180,Majestic Tree Services,Tree Service,55,2–12 hr,city-approved list,Info@majestictreeservice.com,https://majestictreeservice.com/,tree service,180-SJ2-180-majestic-tree-services.png
181,SJ2-181,NOR-CAL Moving Services,Moving,55,2–12 hr,lead inbox,leads@nor-calmoving.com,https://www.nor-calmoving.com/contact-us/,moving,181-SJ2-181-nor-cal-moving-services.png
182,SJ2-182,NuHome Remodeling,Remodeling,55,2–12 hr,direct inbox,Info@nuhomeremodeling.com,https://nuhomeremodeling.com/,remodeling,182-SJ2-182-nuhome-remodeling.png
183,SJ2-183,Ollin Atletico,Martial Arts,55,2–12 hr,direct inbox,info@ollinatletico.com,https://www.ollinatletico.com/,martial arts,183-SJ2-183-ollin-atletico.png
184,SJ2-184,On One Studios,Dance,55,2–12 hr,community-driven,info@ononestudios.com,https://ononestudios.com/,dance classes,184-SJ2-184-on-one-studios.png
185,SJ2-185,Pablo's Auto Spa,Auto Detailing,55,2–12 hr,online booking,info@pablosautospa.com,https://www.pablosautospa.com/,mobile detailing,185-SJ2-185-pablo-s-auto-spa.png
186,SJ2-186,Pool Pros,Pool Service,55,2–12 hr,long hours,Info@PoolProsService.com,https://www.poolprosservices.com/,pool service,186-SJ2-186-pool-pros.png
187,SJ2-187,Primo Mobile Detailing,Auto Detailing,55,2–12 hr,mobile operator,info@primomobiledetailing.com,https://www.primomobiledetailing.com/,mobile detailing,187-SJ2-187-primo-mobile-detailing.png
188,SJ2-188,Quality Returns,Tax & Accounting,55,2–12 hr,direct decision maker,Randi@QualityReturns.net,https://qualityreturns.net/,tax/accounting,188-SJ2-188-quality-returns.png
189,SJ2-189,Rise 'n' Shine Pool Service,Pool Service,55,2–12 hr,local office,contact@rnspoolservice.com,https://rnspoolservice.com/,pool service,189-SJ2-189-rise-n-shine-pool-service.png
190,SJ2-190,San Jose Asphalt,Paving,55,2–12 hr,local commercial,contact@sanjoseasphalt.com,https://www.sanjoseasphalt.com/,paving,190-SJ2-190-san-jose-asphalt.png
191,SJ2-191,San Jose Dry Carpet Cleaning,Carpet Cleaning,55,2–12 hr,local service,info@sanjosedrycarpetcleaning.com,https://sanjosedrycarpetcleaning.com/,carpet cleaning,191-SJ2-191-san-jose-dry-carpet-cleaning.png
192,SJ2-192,Santa Teresa Academy of Music & Dance,Music Lessons,55,2–12 hr,direct inbox,info@academyofmusicanddance.com,https://www.sanjosemusicdance.com/,music and dance,192-SJ2-192-santa-teresa-academy-of-music-dance.png
193,SJ2-193,SavATree San Jose,Tree Service,55,2–12 hr,city-approved list,sanjose@savatree.com,https://www.savatree.com/,tree service,193-SJ2-193-savatree-san-jose.png
194,SJ2-194,Securetech Fence Systems,Fencing,55,2–12 hr,direct office,info@securetechfence.com,https://securetechfence.com/contact,fencing,194-SJ2-194-securetech-fence-systems.png
195,SJ2-195,Serrano's Expert Tree Services,Tree Service,55,2–12 hr,city-approved list,bobbiwood@serranotrees.com,https://serranotrees.com/,tree service,195-SJ2-195-serrano-s-expert-tree-services.png
196,SJ2-196,SouthBayMedia1,Photography,55,2–12 hr,quick turnaround,Info@southbaymedia1.com,https://www.southbaymedia1.com/,real estate media,196-SJ2-196-southbaymedia1.png
197,SJ2-197,Studio M Ballroom,Dance,55,2–12 hr,direct team inbox,mteam@studiomballroom.com,https://studiomballroom.com/,dance classes,197-SJ2-197-studio-m-ballroom.png
198,SJ2-198,SugarCoat Nail Bar,Nail Salon,55,2–12 hr,events + services,service@sugarcoatnailbar.com,https://sugarcoatnailbar.com/,nail salon,198-SJ2-198-sugarcoat-nail-bar.png
199,SJ2-199,Sunny Child Care,Child Care,55,2–12 hr,admin direct,Center.admin@sunnychildcare.com,https://www.sunnychildcare.com/,child care,199-SJ2-199-sunny-child-care.png
200,SJ2-200,Williams Party Rentals,Party Rentals,55,2–12 hr,events inbox,events@willparty.com,https://www.willparty.com/,party rentals,200-SJ2-200-williams-party-rentals.png
